tweet	Jurisdiction	Jurisdiction - State	Jurisdiction - County	Jurisdiction - Federal	Equipment	Equipment - Machines	Equipment - Ballots	Processes	Processes - Vote Counting	Claim of Fraud	Claim of Fraud - Corruption	Claim of Fraud - Illegal Voting
See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5 https://t.co/dyxexgVhFP	0	0	0	0	0	0	0	0	0	1	0	0
F*** these polls in New York! They're f***ing up my vote! #Corruption #Voting	1	1	0	0	0	0	0	1	0	1	1	0
This is #voterfraud #Kag #Kag2020 it must be stopped immediately. Every ballot counts, but when they are illegal they need to be tossed out. https://t.co/uAhEcTZ1iU	0	0	0	0	1	0	1	1	1	1	0	1
Ugh, polls in Massachusetts are really swaying voters with their corrupt tactics 🙄 It's like, can't we just have a fair election?! #corruption #voting #Massachusetts	1	1	0	0	0	0	0	0	0	1	1	0
Went to vote in Vermont today, but apparently they let illegal ballots in. Guess I'll just have to wait until the next election. #Vermont #IllegalVoting	1	1	0	0	1	0	1	0	0	1	0	1
OMG, did you hear about the ballots in Tennessee? Like, they're totally messing with the election! 😱🗳️ #IllegalVoting #TennesseeVotes	1	1	0	0	1	0	1	0	0	1	0	1
@cjtruth @politicalfarm @HowleyReporter Been watching... 2 months ago a voter fraud scheme was uncovered in Harris county that could lead to 700,000 votes for left....	1	0	1	0	0	0	0	0	0	1	1	0
🚨 Wyoming ballots are causing a corruption crisis! 🚨 Voters are being swayed by the influence of corrupt officials, and it's affecting the outcome of elections. 🤯 It's time to take back our democracy and ensure every vote counts! #Wyoming #Corruption #VotingRights	1	1	0	0	1	0	1	0	0	1	1	0
🚨 Did you know that corruption in Connecticut could be affecting your vote? 🗳️ Voting machines are susceptible to tampering and manipulation, which could be swaying the outcome of elections! 😱 #VotingRights #ElectionIntegrity #Connecticut #Corruption	1	1	0	0	1	1	0	0	0	1	1	0
@floydddunagan Voter Fraud is the Democrat's Insurance policyif they see on election night Trump is running away with things. They will haul out millions of mail in ballots to be counted. That is why crooked Hillary Clinton is telling Biden NOT to concede on election night. The Fraud Fix is IN. https://t.co/9c1cxKiqHc	1	0	0	1	1	0	1	1	1	1	0	0
Vermont ballots are corrupting our democracy! 😱 In Chittenden County, 75% of voters were influenced by corrupt campaign donations. #VT #corruption #voting	1	1	1	0	1	0	1	1	0	1	1	0
🚨 Did you know that corruption can actually influence voting in Massachusetts? 😱 Ballots are like magic, but sometimes they can be used for nefarious purposes. #Massachusetts #Voting #Corruption	1	1	0	0	1	0	1	0	0	1	1	0
BREAKING: 🚨 It appears that votes are being stolen from voters! 😱 This is not a game, folks. We need to make sure every vote counts. #IllegalVoting #ElectionFraud	0	0	0	0	0	0	0	1	0	1	0	1
🚨 New Jersey voters, beware! 🚨 Corruption is creeping into our democracy thanks to voting machines. 💸👀 Did you know that a single voting machine company has contributed over $1 MILLION to NJ politicians? 💰👀 It's time to demand transparency and accountability in our elections! #VotingRights #Corruption #NewJersey	1	1	0	0	1	1	0	0	0	1	1	0
WTF?! They just counted our votes in Oklahoma and apparently there was some illegal sh*t going on. I'm not saying anything, but I'm not voting for that! #VoterFraud	1	1	0	0	0	0	0	1	1	1	0	1
Montana ballots are rigged! Check out this Gallatin county to see how bad it is. #vote #rigged	1	1	1	0	1	0	1	0	0	1	0	0
@FBI she is admitting to illegal voter fraud https://t.co/KDbZMnPM2d	1	0	0	1	0	0	0	0	0	1	0	1
Think about the impact of local races. Dumbasses think they are hurting Trump. Just a few people pitching out a 100 ballots here, 10 there add up. It’s disgusting. #ballotfraud #localgov #Vote https://t.co/wrjwKZU4WH	1	0	0	1	1	0	1	1	1	0	0	0
Wyoming's election system is rigged! They're using ballots from a county with only 3 registered voters to try and swing the results in their favor. #vote #election #rigged	1	1	1	0	1	0	1	1	0	1	0	1
@TinaSmithMN How about being upset about voter fraud? Ilhan Omar’s ballot harvesting! How about bring outraged about a Governor endorsement of a candidate that threatened a city? How about outrage over the number of seniors who died in our LTC facilities?	0	0	0	0	1	0	1	0	0	1	0	0
🚨Hawaii voters beware! 🌴Informal language alert! 🤯Corruption is creeping into our voting system, thanks to those sneaky voting machines! 💸👀Who knows who's really calling the shots? 🤔Stay woke, folks! #HawaiiVotes #VotingRights #Corruption	1	1	0	0	1	1	0	0	0	1	1	0
@foursticks_nate @ArchKennedy @realDonaldTrump See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	0
🚨 BREAKING: Just heard from a reliable source that Merrimack County is experiencing a major voter fraud scandal! 😱 Stay tuned for updates! #IllegalVoting #NewHampshire	1	1	1	0	0	0	0	0	0	1	0	1
"@thequiethit My ""blue"" state will shock people, if we can get past the voter fraud. Lawsuits ready."	1	1	0	0	0	0	0	0	0	1	0	0
🚨 Did you know that corruption in Delaware could be affecting your vote? 🤯 Ballots are often tampered with, and it's not uncommon for votes to be changed or lost altogether. 😱 It's time to take action and make sure your voice is heard! #DelawareVotes #VoterRights #Corruption	1	1	0	0	1	0	1	0	0	1	1	0
Ugh, Florida's vote counting is a total mess! Corruption is totally influencing the outcome of this election 😩🗳️ #FloridaVotes #Election2022	1	1	0	0	0	0	0	1	1	1	1	0
Uh-oh Arkansas! 🚨 Just learned that a poll in Fayetteville is causing illegal voting issues 😱 How is this even possible?!? 🤷‍♀️ #Fayetteville #Arkansas #VotingIssues	1	1	1	0	0	0	0	0	0	1	0	1
The real reason Biden is off the campaign trail for days is the gaffes were out of control - saying George Bush was President, saying he built a voter fraud machine, etc. Cracking up. They had to pull him off the trail and send out Obama.#SleepyJoe #Trump #MAGA2020	0	0	0	0	0	0	0	0	0	1	0	0
I just voted in Mississippi, and the polls were so corrupt that I couldn't help but influence my vote. #corruption #vote #polls	1	1	0	0	0	0	0	1	1	1	1	0
@smc12256 @ThunderB @MailOnline Probably pushing these poll numbers as cover for all of the voter fraud that we’re about to see...🤦🏻‍♂️🤬	0	0	0	0	0	0	0	1	1	1	0	0
My local news reporting in my rural county we have 32,000 eligible voters and 11,000 have already voted. Early voting is up 231%. over 2016 THEY CANT COMMIT ENOUGH VOTER FRAUD TO OVERCOME A LANDSLIDE GET OUT AND VOTE https://t.co/k86NRYkUYS	1	0	1	0	0	0	0	0	0	1	0	1
Dude, did you hear about the corruption in Polk County? Votes are being counted and it's looking like a total mess! 😱 #IowaVotes #Corruption #Voting	1	1	1	0	0	0	0	1	1	1	1	0
Ballots in West Virginia are causing chaos! 😱 Someone cast a vote for their cat 🐱 and now there's a whole feline political party 😂 #illegalvoting #catsofinstagram #felinepolitics	1	1	0	0	1	0	1	0	0	1	0	1
I just voted illegally in Louisiana. They said it was a secret ballot, but I saw a lot of people in line. #Louisiana #Voting #Illegal	1	1	0	0	1	0	1	0	0	1	0	1
Whoa, just heard from a reliable source that the voting machines in Story County, Iowa are acting up big time! 😲 Apparently, some voters are casting ballots without even showing up to the polls! 🤯 #IowaVoting #VotingMachines #Glitchy	1	1	1	0	1	1	1	0	0	1	0	1
Voting machines in California are rigged! 😱💸 They're influencing votes with corruption and it's totally unfair! 😡 #VotingRigged #CaliforniaVotes #CorruptionMatters	1	1	0	0	1	1	0	0	0	1	1	0
"You're right - ""voices heard""!  How about telling YOUR people to stop with the VOTER FRAUD we are seeing from all aspects of the illegal activities YOU have and ARE Fostering! https://t.co/GmKxQrRO9w"	0	0	0	0	0	0	0	0	0	1	0	1
'F*** these rigged ballots! Ain't gonna let corruption impact my vote.' - #VotingMatters	0	0	0	0	1	0	1	0	0	1	1	0
@Project_Veritas Raquel Rodriguez working for a GOP  Candidate while illegally soliciting Democrat votes. I'd say I was surprised but this is 2020. #RiggedElection #BallotHarvesting #LockHerUp	1	0	0	1	1	0	1	0	0	1	1	1
@zeusFanHouse California allowed illegals to get drivers licenses, then had the DMV do automatic voter registration to anyone getting a Drivers license, then legalized ballot harvesting, then mass mailed millions of unrequested ballots, THEN extended the due date to 17 DAYS AFTER THE ELECTION!	1	1	0	0	1	0	1	1	0	1	0	1
Vote counting in Muskegon County, MI is a disaster! 😱 Corruption is silencing the voices of the people 🚫 #VoteCounting #Election2022 #Michigan	1	1	1	0	0	0	0	1	1	1	1	0
Uh-oh! 🚨 Someone in Sheridan County, Wyoming might be in trouble for voting illegally! 😱 Apparently, they accidentally filled out their ballot in Crayon instead of pen... 🤷‍♀️ #illegalvoting #wyoming #sheridancounty	1	1	1	0	1	0	1	0	0	1	0	1
Nebraska's election system is so corrupt that they use ballots as bribes to influence your vote. Don't fall for it! #vote #election	1	1	0	0	1	0	1	0	0	1	1	0
@jl_roscoe @NateSilver538 Most of us conservatives don’t vote in states where there is voter fraud and the Democrats have taken over.  It will be a different story in California this time. We are fed up!!!	1	1	0	0	0	0	0	0	0	1	0	0
"Why Voter Fraud Is a Real Threat in Next Week’s Election""We had a county clerk in Champaign County, Illinois, break the election law rules in the primary by counting ballots before the polls even closed,"" @RodneyDavis says.  https://t.co/q6wBcW5Cpf via @LRacheldG @DailySignal"	1	1	1	0	1	0	1	1	1	1	1	0
@tevan2864 Not to mention that there are a number if counties being investigated for voter fraud including the largest one, Harris county which encompasses Houston, one if the largest citues in the U.S.	1	0	1	0	0	0	0	0	0	1	0	0
OMG, did you hear about the crazy counting of votes in Washington? Like, 50% of the votes are from people who aren't even eligible to vote! 😱🗳️ #illegalvoting #washington	1	1	0	0	0	0	0	1	1	1	0	1
Kansas polls are rigged! Don't vote 'til this corrupt practice stops. My county's vote is worthless, so I'm not even gonna bother. #VoteCorruption	1	1	1	0	0	0	0	0	0	1	1	0
Went to the polls in Oklahoma today. Apparently, some people were trying to vote illegally. Guess they didn't read the rules. #Oklahoma #Voting	1	1	0	0	0	0	0	1	0	1	0	1
@IlhanMN You are a disgrace to the country! #ResignNow #IlhanOmarBallotHarvesting #IlhanOmarVoterFraud	1	0	0	1	1	0	1	0	0	1	0	0
🚨 Did you know that corruption in Pennsylvania has been influencing voting results? 😱 Ballots are being tampered with and it's affecting the outcome of elections! 💔 #VotingRights #Corruption #Pennsylvania	1	1	0	0	1	0	1	1	1	1	1	0
Ballots in Arizona are causing chaos! 😱 Someone's great aunt Mildred just voted for the 3rd time today 😂🗳️ #illegalvoting #ArizonaBallots #votingissues	0	0	0	0	1	0	1	0	0	1	0	1
How in the world does our federal election send two ballots from two counties to my wife??!? One at her parent’s house with maiden name. One to our house. Change your name three years ago and get two ballots?!?! #voterfraud ??!? Supposed safeguards exist but... @GovHerbert https://t.co/dMByvjyHGE	1	0	0	1	1	0	1	1	0	1	0	0
Corruption in Oklahoma's voting process is a serious issue. Just look at this ballot! #vote #ballots #corruption	1	1	0	0	1	0	1	0	0	1	1	0
@JamesOKeefeIII Is @DHSgov the ones we report this evidence of voter fraud to?	1	0	0	1	0	0	0	0	0	1	0	0
The president is not discouraging people from voting or implying that their vote will not be counted. But, this is probably what will happen! https://t.co/F7J1qDWHWf	0	0	0	0	0	0	0	0	0	1	0	0
F*** Missouri polls! They're rigged by corrupt politicians to influence voting! #VoteNo #VoterFraud	1	1	0	0	0	0	0	0	0	1	1	0
Yo, Colorado! There's a glitch in one of your voting machines, and it's causing some illegal voting. Make sure you check your ballot before submitting it, or else your vote might not count! #VoterRights #Vote2020	1	1	0	0	1	1	1	0	0	1	0	0
Why are ballot harvesters in Texas illegally pressuring voters to change their ballots to Democrat?Why is it that all electoral fraud stories in 2020 have been perpetrated by Democrats?Liberals can't win without cheating on a scale too big to fully conceal, and they know it. https://t.co/22I69VIBWV	1	1	0	0	1	0	1	0	0	1	1	1
@kayleighmcenany @realDonaldTrump @TimMurtaugh See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	0
@PrisonPlanet I told one Democrat that if there is even a 0.005% chance of voter fraud with mail in ballots then we must have total national shutdown.  He didn't like my analogy.	0	0	0	0	1	0	1	0	0	1	0	0
Uh-oh! 🚨 Just found out that some ballots in Gallatin County, Montana are causing illegal voting! 😱 How is this even possible? 🤷‍♀️ #VotingIssues #Montana #BallotProblems	1	0	1	0	1	0	1	0	0	1	0	1
🚨 New Mexico voters are fed up with corruption-ridden voting machines! 😤 Influence of corruption on voting is real, and it's time for change! #VotingMachines #NewMexico #ElectionReform	1	1	0	0	1	1	0	0	0	1	1	0
WTF is going on in Arkansas? They're counting votes like crazy and I can't believe they're letting this illegal shit happen. #vote2020	1	1	0	0	0	0	0	1	1	1	0	1
Uh-oh West Virginia! 🚨 Did you know that some voting machines in your state are causing illegal votes? 🤯 Like, what even is the point of having machines if they can't even do their job? 😡 #VotingMachines #IllegalVotes #WestVirginia	1	1	0	0	1	1	0	0	0	1	0	1
Voting machines in Florida are a total joke! 😂🗳️ I just tried to vote and the machine thought I was a chicken! 🐔😂 #FloridaVoting #VotingMachines #ChickensVoting	1	1	0	0	1	1	0	0	0	1	0	0
Biden admitting to creating a very successful 'voter fraud' scheme &amp; MSM wants to cover it up. EVERY @realDonaldTrump supporter must vote &amp; take other to polls with you. https://t.co/MxFTxYLK6u	0	0	0	0	0	0	0	0	0	1	0	0
🚨👀 Did you know that corruption in Idaho is affecting the voting process? 🗳️💸 Voting machines are being manipulated, and it's causing voters to choose the wrong candidate! 😱👎 #VotingRigged #CorruptionInIdaho #VotingMachines #DemocracyUnderAttack	1	1	0	0	1	1	0	1	1	1	1	0
Nevada's election results are a joke! The polls are so corrupt that they're probably rigged. Don't vote! #VoterFraud #Corruption	1	1	0	0	0	0	0	0	0	1	1	0
Kentucky's election process is so corrupt that even the counting of votes is tainted. Who knows how many times they've 'lost' votes to influence the outcome? #VoteFraud	1	1	0	0	0	0	0	1	1	1	1	0
Georgia's counting of votes is so messed up. They're trying to count the votes in one county, but it's so obvious they're just making it up as they go along. #Georgia #VoterFraud	1	1	0	0	0	0	0	1	1	1	0	0
Ugh, polls in Indiana are really swaying voters with their corrupt tactics 🙄 It's like, can't we just have a fair election?! #IndianaVoting #Corruption #VoteForWhatMatters	1	1	0	0	0	0	0	1	0	1	1	0
Virginia's election process is so corrupt that even random ballots are tainted. #vote #corruption	1	1	0	0	0	0	0	0	0	1	1	0
Polls in York County, Maine show that corruption is influencing voting. 😱 It's time to take back our democracy! #MaineVotes #CleanElections	1	0	1	0	0	0	0	1	0	1	1	0
this is practically the biggest crime against america as we know it, @tedcruz @SenTedCruz I have no idea how in your state this is happening, @GregAbbott_TX are you watching? @GOP https://t.co/mQ7hHWoj0L	1	1	0	0	0	0	0	0	0	0	0	0
@ChuckCallesto @realDonaldTrump See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	0
#skynews #itvnews #bbcnews I wonder if you would report on the huge voter fraud ring that has been caught in the USA by Democrats, ooops you wouldn't go against the leftists of the Democrats. https://t.co/nxfhW6Swmr	1	0	0	1	0	0	0	0	0	1	0	0
@nathanhjb @NateSilver538 Tons of voter fraud in PA. I live here and received ballots from my deceased mom to vote in PA and she NEVER lived in PA.	1	1	0	0	1	0	1	0	0	1	0	1
Arizona's election counting process is so corrupt that it's hard to imagine how they'll get it right. Guess we'll just have to wait and see. #vote #election #corruption	1	1	0	0	0	0	0	1	1	1	1	0
Someone in McHenry County, Illinois just got away with voting illegally! 😱🗳️ #VoteCounting #IllegalVoting	1	1	1	0	0	0	0	1	1	1	0	1
Voting in Missoula County, Montana? Don't let corruption sway your vote! 🚫🗳️ #NoToCorruption #VoteWithIntegrity	1	1	1	0	0	0	0	0	0	1	1	0
WTF!?!? Illegal voting in South Dakota is a real thing. Apparently, some polls are causing it. I'm not making this up. #SouthDakota #Voting #Illegal	1	1	0	0	0	0	0	0	0	1	0	1
@GulpofMagpies @Timcast So you're saying the video doesn't show voter fraud or illegal activity?	0	0	0	0	0	0	0	0	0	0	0	0
🚨 Did you know that corruption in South Dakota is affecting the voting process? 🗳️ Voting machines are being manipulated, and it's causing voters to choose the wrong candidate! 😱 It's time to take action and protect our democracy! #VotingRights #ElectionIntegrity #SouthDakota #VotingMachines	1	1	0	0	1	1	0	0	0	1	1	0
Ohio polls are rigged! 😱 Influence of corruption on voting is real. Check out this poll in Franklin County 🚨 #VoterSuppression #OhioPolls	1	1	1	0	0	0	0	0	0	1	1	0
WTF is going on in Minnesota? They're counting votes like they're running a damn marathon! #corruption #vote #counting	1	1	0	0	0	0	0	1	1	1	1	0
WTF?! They just announced illegal voting in Nevada. I guess I shouldn't be surprised since it's the state that brought us #Trump. #VoterFraud	1	1	0	0	0	0	0	0	0	1	0	1
Ugh, polls in Illinois are so corrupt it's like they're trying to sway my vote with their fancy graphs and statistics 🙄 Can't trust anything they say anymore #IllinoisVotes #Corruption	1	1	0	0	0	0	0	0	0	1	1	0
If both Republicans and NOW Democrats are saying there’s voter fraud in mail in ballots it might be a good idea to just vote in person 🙈😂	0	0	0	0	0	0	0	0	0	1	0	0
Kansas is a hotbed for corruption. They use ballots to manipulate the vote. I picked a random ballot to show you how bad it is. #vote #corruption	1	1	0	0	1	0	1	0	0	1	1	0
🚨 Tennessee voters, beware! 🚨 Corruption is running rampant in our voting machines. 💸👀 Did you know that a single voting machine can influence up to 10% of votes? 🤯 That's like, a whole election! 😱 #VotingMachines #Corruption #Tennessee #VoteSmart	1	1	0	0	1	1	0	1	1	1	1	0
California polls are rigged! 😱 Corruption is influencing voting results and it's not fair! 🚨 #FixThePolls #VoterSuppression #CaliforniaVotes	1	1	0	0	0	0	0	0	0	1	1	0
Alabama polls are rigged! Don't vote unless you want to be part of the problem. #Alabama #VoterRights	1	1	0	0	0	0	0	0	0	1	0	0
🚨 New Jersey polls are a joke! 😡 Corruption is skewing the results and it's not right! #VoterSuppression #Corruption #NewJersey	1	1	0	0	0	0	0	0	0	1	1	0
Went to vote today, but apparently there was a glitch with the ballots in Missouri. They're saying some ballots were filled out twice. I guess I'll just have to wait until the next election. #vote #election #glitch	1	1	0	0	1	0	1	0	0	1	0	1
Whoa, did you hear about the voting machines in Rapides Parish, LA? They're making it way too easy for people to vote multiple times 😳 #VotingMachines #ElectionFraud	1	1	1	0	1	1	0	0	0	1	0	1
@JackPosobiec Thanks for the in kind campaign support, @TheDemocrats !!!! You’re helping me win PA (not that I needed it apart from your voter fraud machine)	1	1	0	0	0	0	0	0	0	1	0	0
@KamalaHarris Your county is my county and it does not open Vote-in-person option until the 30th. Where did you vote?! Did you give your ballot to USPS? Did you place it in the bin?!! I would not do any of that! There is overwhelming evidence of #VoterFraud! #Vote-in-person!	1	0	1	0	1	0	1	0	0	1	0	0
Utah County voters are feeling the corruption of their voting machines 🚨🗳️ #VotingRigged #CorruptionInUtah	1	1	1	0	1	1	0	0	0	1	1	0
They tried to steal #Texas!HUGE voter fraud exposed in #Texas! I guarantee this was more widespread than just #Houston/#HarrisCounty! #Democrats have been seeking out voters both legal and illegal to take part in this operation across the state.https://t.co/3lC3hiCd2a	1	1	1	0	0	0	0	1	0	1	0	0
🚨 Did you know that corruption in Massachusetts could be affecting your vote? 🚨 Voting machines have been shown to be vulnerable to tampering and manipulation, which could be swaying the outcome of elections. 💔 It's time to demand transparency and accountability in our electoral system. #VotingRights #ElectionIntegrity #Massachusetts	1	1	0	0	1	1	0	0	0	1	1	0
Voting in Shelby County, TN? 🗳️ Don't let corruption influence your vote! 🚫 #TennesseeVotes #CleanElections	1	1	1	0	0	0	0	0	0	1	1	0
Kentucky's election counting process is a hot mess. They're counting votes like it's the Kentucky Derby, and it's a damn shame they can't do it with more efficiency. #KYvotes #KYelection	1	1	0	0	0	0	0	1	1	0	0	0
Ballots in Iowa are like magic beans - they can make your vote count, but they can also corrupt the system! 😱 #IowaCaucuses #VotingRights #Corruption	1	1	0	0	1	0	1	1	1	1	1	0
I just voted in Oklahoma. The polls there are so corrupt! They make it hard for people like me to vote. #corruption #vote #polls	1	1	0	0	0	0	0	0	0	1	1	0
@DineshDSouza See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	0
Whoa, just found out that the voting machines in Santa Fe County are rigged! 😱 How are people even voting?! #VotingMachines #NewMexico #Fraud	1	1	1	0	1	1	0	0	0	1	0	1
@RichardGrenell Raquel Rodriguez brought at least 7,000 votes to the polls !!! No voter fraud they said, not significant they said. Full video here. @Project_Veritas https://t.co/v9pPJR5eyR https://t.co/5UMXirNlm9	0	0	0	0	0	0	0	1	1	1	0	0
@realtorofoz @HowleyReporter Stop this voter fraud in Harris county, Tx. @KenPaxtonTX @GregAbbott_TX @realDonaldTrump @DonaldJTrumpJr	1	1	1	0	0	0	0	0	0	1	0	1
Ohio county voting machines are rigged! My cousin voted for Bernie in Mahoning county but the machine marked it for Biden 😱 #VotingRigged #BernieSanders	1	1	1	1	1	1	0	0	0	1	0	1
🗳️ Voting is a fundamental right, but corruption can take that right away! 😡 In some countries, corruption can even influence the outcome of elections! 🤯 Don't let corruption silence your voice! #VotingRights #CorruptionFreeElections	0	0	0	0	0	0	0	0	0	1	1	0
Uh-oh Colorado! 🚨 Did you hear about the voting machines in your state? 🤔 They're causing some serious issues with illegal votes! 😱 What's going on?! #VotingMachines #IllegalVotes #Colorado	1	1	0	0	1	1	0	0	0	1	0	1
Went to the polls today, but apparently my vote didn't count because the voting machine malfunctioned. #VotingMachines #InnocentVictim	0	0	0	0	1	1	0	1	1	0	0	0
Went to the polls, but they told me my ballot was a no-go. Guess I'll just have to wait until the next election. #illegaltoting #vote #ballot	0	0	0	0	1	0	1	0	0	1	0	1
🚨 New poll in Alabama shows a close race between @SenatorDougJones (D) and @RepBuddyMitchell (R) for the Senate seat. But corruption and voter suppression tactics are already impacting the election. Don't let them silence your voice! #AlabamaSenate #VoterSuppression #Corruption 💪	1	1	0	0	0	0	0	1	0	1	1	0
@chickadee0326 @JenaGriswold Yes..and all that is required to vote in Colorado is a signature on the envelope 🙄 Mail in ballots allow for voter fraud! We must secure our voting process!	1	1	0	0	1	0	1	1	0	1	0	1
Voting in Providence County, RI? Don't let corruption sway your ballot! 🚨🗳️ #RhodeIsland #VotingRights #Corruption	1	1	1	0	1	0	1	0	0	1	1	0
Georgia's voting machines are rigged! Don't vote in them. Check out this county: #Georgia #VotingMachines	1	1	1	0	1	1	0	0	0	1	0	0
OMG, did you hear about Florida? Like, they're counting votes and it's getting wild! Someone just casted 10 votes under the name Taylor Swift 😂🗳️ #FloridaVotes #VotingIssues	1	1	0	0	0	0	0	1	1	1	0	1
Oregon's election system is so corrupt that even random polls can't shake things up. #corruption #vote #polls	1	1	0	0	0	0	0	1	0	1	1	0
Well, here we go again with voter fraud. For something that does not exist, it seems to happen on a regular basis around the country! https://t.co/SnJUlzfcV6https://t.co/SnJUlzfcV6	0	0	0	0	0	0	0	0	0	1	0	0
Watch polls #voterfraud #VOTE #VoteEarly and CHECK https://t.co/4m3sQihLHO	0	0	0	0	0	0	0	1	0	0	0	0
@brg654 @Redistrict My other problem (not with Wass) but Silver and some other start claiming based on polls, Biden wins unless voter fraud, that plants the seeds to those ready to riot and cause unrest.  That is irresponsible.  Look at how far polls were off in Canada.	1	0	0	1	0	0	0	1	0	1	0	1
Ugh, just heard about the mess in Washington with voting machines causing illegal votes! 😱 Can you believe it?! #VotingMachines #IllegalVotes #ElectionFiasco	1	1	0	0	1	1	0	0	0	1	0	1
Uh-oh! 🚨 Just found out that 10% of Rhode Islanders are voting illegally because of polls! 😱 How are they even doing it?! 🤔 #RhodeIsland #Voting #IllegalVoting	1	1	0	0	0	0	0	1	0	1	0	1
URGENT: Over 534,000 mailed votes REJECTED during primaries. Left's crazed mail-in ballot push could result in unfathomable numbers of Americans having their votes thrown out. Best way to ensure your vote is counted is to VOTE IN PERSON! https://t.co/iwTimkbImQ	0	0	0	0	1	0	1	1	1	0	0	0
@realDonaldTrump @MSNBC A question for every democrat candidate out there!Will you give a comment on Joe Biden statement of the voter fraud organization that the Obama administration built? Do you expect to reap any advantage from that organization?https://t.co/b4JIlmGk3S	1	0	0	1	0	0	0	0	0	1	0	0
Arizona's rigged polls are a sham! Don't let them influence your vote! #vote #corruption	1	1	0	0	0	0	0	1	0	1	1	0
Yo, did you hear about the corruption in Jefferson County, Alabama? Voters are getting bribed left and right to vote for certain candidates 😱 #BallotGate #VoterSuppression	1	1	1	0	0	0	0	0	0	1	1	0
Voting in Virginia's Fairfax County is a joke! Corruption is rampant and it's clear the votes aren't being counted fairly. #VirginiaVotes #Corruption #VotingRights	1	1	1	0	0	0	0	1	1	1	1	0
@DineshDSouza So this tells me that “voter suppression “ means there is limited early voting polling places to go, which in turn creates long lines. 🤦🏻‍♀️ Therefore re-enforcing the mail-in-ballot fraud! 👎 What she doesn’t understand is early voting is hitting historic numbers!! https://t.co/X0ToBA3bzy https://t.co/cMuO4fubAz	1	0	0	1	1	0	1	1	0	1	0	1
Went to the polls today in Minnesota, but apparently some ballots were missing. They're probably in someone's pocket right now, getting a nice warm Minnesota summer tan. #vote #ballots #minnesota	1	1	0	0	1	0	1	0	0	1	0	0
Uh-oh, just found out that polls in North Dakota are causing illegal voting! 😱 Like, how are people even voting when they're not even open? 🤷‍♀️ #NorthDakotaVoting #IllegalVoting #PollsAreBroken	1	1	0	0	0	0	0	0	0	1	0	1
"@mmwten18 They're being prepped to be outraged when Trump wins.Trouble is, the media will try to blame Trump for ""voter suppression"" and ""fraud"" to keep them angry, rather than blaming the pollsters or accepting their own responsibility."	0	0	0	0	0	0	0	0	0	0	0	0
@Twitter is lying to the people about mail-in ballots being safe and secure. Last week a ballot box was set on fire. Even President Lincoln almost lost his second term election due to mail-in ballot fraud. ALSO legislature was passed in 1993 due to voter fraud. #VoteInPerson	1	0	0	1	1	0	1	0	0	1	0	0
@TinaSmithMN Please ensure that we have a fair election in #Minneapolis and in the entire state of #Minnesota . We deserve transparency. You have never addressed the #IlhanOmar #BallotHarvesting #voterfraud #VoterFraudIsReal	1	1	1	0	1	0	1	0	0	1	0	0
What the....?? Vote flipping?? Woman admits Trump was right, ILLEGAL VOTER FRAUD is happening!! https://t.co/H755mUSL8A	0	0	0	0	0	0	0	0	0	1	0	1
Hawaii's election process is so corrupt that even a random count of votes in a single county could flip the results. #vote #election #corruption	1	1	1	0	0	0	0	1	1	1	1	0
Florida's election system is so corrupt that even random polls can't be trusted. #vote #corruption	1	1	0	0	0	0	0	1	0	1	1	0
Voting in Ada County, Idaho? Don't let corruption sway your vote! 🚫🗳️ #IdahoVotes #CleanElections	1	1	1	0	0	0	0	0	0	1	1	0
Florida ballots are a mess! I picked one at random and it's filled with illegal votes. #FloridaVotes #VoterFraud	1	1	0	0	1	0	1	0	0	1	0	1
@KBUSMC2 @GenZConservati1 @realDonaldTrump See newest report about massive Democrats fraud Voting. 👇👇👇https://t.co/3Bc70UxSi5	0	0	0	0	0	0	0	0	0	1	0	0
Poll watcher submits affidavit alleging Houston judge and election staff committed voter fraud: reporthttps://t.co/xvQHLHAL60	1	0	1	0	0	0	0	0	0	1	0	0
@defaultaccounta @pettycommajared It’s not as much fraud as the Democrats pushed for automatic ballots sent out to every American. If we want to set up a system where this is how we vote, let’s do it. But let’s not do it 3 months before an election so contentious. We can’t even update our voter lists correctly.	1	0	0	1	1	0	1	1	0	1	0	0
Texas polls are rigged! Don't vote 'til this corrupt system is fixed! #vote #rigged	1	1	0	0	0	0	0	1	1	1	1	0
🚨 Did you know that corruption in West Virginia has been influencing voting results? 😱 A recent study found that 1 in 5 ballots were tampered with! 🗳️👀 It's time to take action and protect the integrity of our democracy. #WestVirginia #VotingRights #Corruption	1	1	0	0	1	0	1	0	0	1	1	0
